Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-11+AC0-11,JACKPOT,Feeding,Morning,,2.5
2025+AC0-11+AC0-11,JACKPOT,Milking,Morning,5.8,
2025+AC0-11+AC0-11,JACKPOT,Milking,Midday,4.6,
2025+AC0-11+AC0-11,JACKPOT,Feeding,Evening,,2.5
2025+AC0-11+AC0-11,JACKPOT,Milking,Evening,3.6,
2025+AC0-11+AC0-11,SHARON,Feeding,Morning,,2.5
2025+AC0-11+AC0-11,SHARON,Milking,Morning,6.4,
2025+AC0-11+AC0-11,SHARON,Milking,Midday,5.6,
2025+AC0-11+AC0-11,SHARON,Feeding,Evening,,2.5
2025+AC0-11+AC0-11,SHARON,Milking,Evening,3.8,
2025+AC0-11+AC0-11,MAMBO,Feeding,Morning,,2.5
2025+AC0-11+AC0-11,MAMBO,Milking,Morning,9.3,
2025+AC0-11+AC0-11,MAMBO,Milking,Midday,6.9,
2025+AC0-11+AC0-11,MAMBO,Feeding,Evening,,2.5
2025+AC0-11+AC0-11,MAMBO,Milking,Evening,5.6,
2025+AC0-11+AC0-11,ROCKY,Feeding,Morning,,2.5
2025+AC0-11+AC0-11,ROCKY,Milking,Morning,6.1,
2025+AC0-11+AC0-11,ROCKY,Milking,Midday,4.2,
2025+AC0-11+AC0-11,ROCKY,Feeding,Evening,,2.5
2025+AC0-11+AC0-11,ROCKY,Milking,Evening,4,
2025+AC0-11+AC0-11,JOAN,Feeding,Morning,,2.5
2025+AC0-11+AC0-11,JOAN,Milking,Morning,6.7,
2025+AC0-11+AC0-11,JOAN,Milking,Midday,4.5,
2025+AC0-11+AC0-11,JOAN,Feeding,Evening,,2.5
2025+AC0-11+AC0-11,JOAN,Milking,Evening,4.3,
2025+AC0-11+AC0-11,BROOK,Feeding,Morning,,3.8
2025+AC0-11+AC0-11,BROOK,Milking,Morning,5.3,
2025+AC0-11+AC0-11,BROOK,Milking,Midday,4.5,
2025+AC0-11+AC0-11,BROOK,Feeding,Evening,,2.5
2025+AC0-11+AC0-11,BROOK,Milking,Evening,4.8,
2025+AC0-11+AC0-11,SONIC,Feeding,Morning,,2.5
2025+AC0-11+AC0-11,SONIC,Milking,Morning,7.3,
2025+AC0-11+AC0-11,SONIC,Milking,Midday,7.1,
2025+AC0-11+AC0-11,SONIC,Feeding,Evening,,2.5
2025+AC0-11+AC0-11,SONIC,Milking,Evening,4.1,
2025+AC0-11+AC0-11,RODEO,Feeding,Morning,,2.5
2025+AC0-11+AC0-11,RODEO,Milking,Morning,4.1,
2025+AC0-11+AC0-11,RODEO,Milking,Midday,4.3,
2025+AC0-11+AC0-11,RODEO,Feeding,Evening,,2.5
2025+AC0-11+AC0-11,RODEO,Milking,Evening,4.2,
2025+AC0-11+AC0-11,CHROME,Feeding,Morning,,2.5
2025+AC0-11+AC0-11,CHROME,Milking,Morning,9.3,
2025+AC0-11+AC0-11,CHROME,Milking,Midday,8.6,
2025+AC0-11+AC0-11,CHROME,Feeding,Evening,,2.5
2025+AC0-11+AC0-11,CHROME,Milking,Evening,8,
