Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-10+AC0-19,JACKPOT,Feeding,Morning,,2.5
2025+AC0-10+AC0-19,JACKPOT,Milking,Morning,2.5,
2025+AC0-10+AC0-19,JACKPOT,Milking,Midday,2.8,
2025+AC0-10+AC0-19,JACKPOT,Feeding,Evening,,2.5
2025+AC0-10+AC0-19,JACKPOT,Milking,Evening,3,
2025+AC0-10+AC0-19,SHARON,Feeding,Morning,,2.5
2025+AC0-10+AC0-19,SHARON,Milking,Morning,7.5,
2025+AC0-10+AC0-19,SHARON,Milking,Midday,5.1,
2025+AC0-10+AC0-19,SHARON,Feeding,Evening,,2.5
2025+AC0-10+AC0-19,SHARON,Milking,Evening,4.2,
2025+AC0-10+AC0-19,MAMBO,Feeding,Morning,,2.5
2025+AC0-10+AC0-19,MAMBO,Milking,Morning,9.3,
2025+AC0-10+AC0-19,MAMBO,Milking,Midday,6,
2025+AC0-10+AC0-19,MAMBO,Feeding,Evening,,2.5
2025+AC0-10+AC0-19,MAMBO,Milking,Evening,6.5,
2025+AC0-10+AC0-19,ROCKY,Feeding,Morning,,2.5
2025+AC0-10+AC0-19,ROCKY,Milking,Morning,6.7,
2025+AC0-10+AC0-19,ROCKY,Milking,Midday,3.3,
2025+AC0-10+AC0-19,ROCKY,Feeding,Evening,,2.5
2025+AC0-10+AC0-19,ROCKY,Milking,Evening,3.4,
2025+AC0-10+AC0-19,JOAN,Feeding,Morning,,2.5
2025+AC0-10+AC0-19,JOAN,Milking,Morning,7,
2025+AC0-10+AC0-19,JOAN,Milking,Midday,6,
2025+AC0-10+AC0-19,JOAN,Feeding,Evening,,2.5
2025+AC0-10+AC0-19,JOAN,Milking,Evening,4.2,
2025+AC0-10+AC0-19,BROOK,Feeding,Morning,,3.8
2025+AC0-10+AC0-19,BROOK,Milking,Morning,4.3,
2025+AC0-10+AC0-19,BROOK,Milking,Midday,3.5,
2025+AC0-10+AC0-19,BROOK,Feeding,Evening,,2.5
2025+AC0-10+AC0-19,BROOK,Milking,Evening,5.2,
2025+AC0-10+AC0-19,SONIC,Feeding,Morning,,2.5
2025+AC0-10+AC0-19,SONIC,Milking,Morning,7.2,
2025+AC0-10+AC0-19,SONIC,Milking,Midday,6,
2025+AC0-10+AC0-19,SONIC,Feeding,Evening,,2.5
2025+AC0-10+AC0-19,SONIC,Milking,Evening,4.2,
2025+AC0-10+AC0-19,RODEO,Feeding,Morning,,3.8
2025+AC0-10+AC0-19,RODEO,Milking,Morning,2.6,
2025+AC0-10+AC0-19,RODEO,Milking,Midday,3.6,
2025+AC0-10+AC0-19,RODEO,Feeding,Evening,,2.5
2025+AC0-10+AC0-19,RODEO,Milking,Evening,3,
2025+AC0-10+AC0-19,SASHA,Feeding,Morning,,3.8
2025+AC0-10+AC0-19,SASHA,Milking,Morning,4.7,
2025+AC0-10+AC0-19,SASHA,Milking,Midday,3.7,
2025+AC0-10+AC0-19,SASHA,Feeding,Evening,,2.5
2025+AC0-10+AC0-19,SASHA,Milking,Evening,2.8,
2025+AC0-10+AC0-19,CHROME,Feeding,Morning,,2.5
2025+AC0-10+AC0-19,CHROME,Milking,Morning,7.5,
2025+AC0-10+AC0-19,CHROME,Milking,Midday,6.3,
2025+AC0-10+AC0-19,CHROME,Feeding,Evening,,2.5
2025+AC0-10+AC0-19,CHROME,Milking,Evening,6.8,
