Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-11+AC0-07,JACKPOT,Feeding,Morning,,2.5
2025+AC0-11+AC0-07,JACKPOT,Milking,Morning,5.4,
2025+AC0-11+AC0-07,JACKPOT,Milking,Midday,3.6,
2025+AC0-11+AC0-07,JACKPOT,Feeding,Evening,,2.5
2025+AC0-11+AC0-07,JACKPOT,Milking,Evening,3.5,
2025+AC0-11+AC0-07,SHARON,Feeding,Morning,,2.5
2025+AC0-11+AC0-07,SHARON,Milking,Morning,6,
2025+AC0-11+AC0-07,SHARON,Milking,Midday,6.1,
2025+AC0-11+AC0-07,SHARON,Feeding,Evening,,2.5
2025+AC0-11+AC0-07,SHARON,Milking,Evening,3.7,
2025+AC0-11+AC0-07,MAMBO,Feeding,Morning,,2.5
2025+AC0-11+AC0-07,MAMBO,Milking,Morning,9.1,
2025+AC0-11+AC0-07,MAMBO,Milking,Midday,6.8,
2025+AC0-11+AC0-07,MAMBO,Feeding,Evening,,2.5
2025+AC0-11+AC0-07,MAMBO,Milking,Evening,5.4,
2025+AC0-11+AC0-07,ROCKY,Feeding,Morning,,2.5
2025+AC0-11+AC0-07,ROCKY,Milking,Morning,4,
2025+AC0-11+AC0-07,ROCKY,Milking,Midday,3.6,
2025+AC0-11+AC0-07,ROCKY,Feeding,Evening,,2.5
2025+AC0-11+AC0-07,ROCKY,Milking,Evening,3.5,
2025+AC0-11+AC0-07,JOAN,Feeding,Morning,,2.5
2025+AC0-11+AC0-07,JOAN,Milking,Morning,6.7,
2025+AC0-11+AC0-07,JOAN,Milking,Midday,5.7,
2025+AC0-11+AC0-07,JOAN,Feeding,Evening,,2.5
2025+AC0-11+AC0-07,JOAN,Milking,Evening,4.4,
2025+AC0-11+AC0-07,BROOK,Feeding,Morning,,3.8
2025+AC0-11+AC0-07,BROOK,Milking,Morning,4.8,
2025+AC0-11+AC0-07,BROOK,Milking,Midday,4,
2025+AC0-11+AC0-07,BROOK,Feeding,Evening,,2.5
2025+AC0-11+AC0-07,BROOK,Milking,Evening,3.8,
2025+AC0-11+AC0-07,SONIC,Feeding,Morning,,2.5
2025+AC0-11+AC0-07,SONIC,Milking,Morning,6.7,
2025+AC0-11+AC0-07,SONIC,Milking,Midday,5.8,
2025+AC0-11+AC0-07,SONIC,Feeding,Evening,,2.5
2025+AC0-11+AC0-07,SONIC,Milking,Evening,4,
2025+AC0-11+AC0-07,RODEO,Feeding,Morning,,2.5
2025+AC0-11+AC0-07,RODEO,Milking,Morning,3.7,
2025+AC0-11+AC0-07,RODEO,Milking,Midday,3.6,
2025+AC0-11+AC0-07,RODEO,Feeding,Evening,,2.5
2025+AC0-11+AC0-07,RODEO,Milking,Evening,3.5,
2025+AC0-11+AC0-07,CHROME,Feeding,Morning,,2.5
2025+AC0-11+AC0-07,CHROME,Milking,Morning,8.6,
2025+AC0-11+AC0-07,CHROME,Milking,Midday,8,
2025+AC0-11+AC0-07,CHROME,Feeding,Evening,,2.5
2025+AC0-11+AC0-07,CHROME,Milking,Evening,7.8,
