Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-10+AC0-17,JACKPOT,Feeding,Morning,,2.5
2025+AC0-10+AC0-17,JACKPOT,Milking,Morning,5.9,
2025+AC0-10+AC0-17,JACKPOT,Milking,Midday,4.2,
2025+AC0-10+AC0-17,JACKPOT,Feeding,Evening,,2.5
2025+AC0-10+AC0-17,JACKPOT,Milking,Evening,4.2,
2025+AC0-10+AC0-17,SHARON,Feeding,Morning,,2.5
2025+AC0-10+AC0-17,SHARON,Milking,Morning,7,
2025+AC0-10+AC0-17,SHARON,Milking,Midday,5.2,
2025+AC0-10+AC0-17,SHARON,Feeding,Evening,,2.5
2025+AC0-10+AC0-17,SHARON,Milking,Evening,4.5,
2025+AC0-10+AC0-17,MAMBO,Feeding,Morning,,2.5
2025+AC0-10+AC0-17,MAMBO,Milking,Morning,9.5,
2025+AC0-10+AC0-17,MAMBO,Milking,Midday,6.2,
2025+AC0-10+AC0-17,MAMBO,Feeding,Evening,,2.5
2025+AC0-10+AC0-17,MAMBO,Milking,Evening,7.4,
2025+AC0-10+AC0-17,ROCKY,Feeding,Morning,,2.5
2025+AC0-10+AC0-17,ROCKY,Milking,Morning,5.7,
2025+AC0-10+AC0-17,ROCKY,Milking,Midday,5.7,
2025+AC0-10+AC0-17,ROCKY,Feeding,Evening,,2.5
2025+AC0-10+AC0-17,ROCKY,Milking,Evening,4.1,
2025+AC0-10+AC0-17,JOAN,Feeding,Morning,,2.5
2025+AC0-10+AC0-17,JOAN,Milking,Morning,6.7,
2025+AC0-10+AC0-17,JOAN,Milking,Midday,5.6,
2025+AC0-10+AC0-17,JOAN,Feeding,Evening,,2.5
2025+AC0-10+AC0-17,JOAN,Milking,Evening,5,
2025+AC0-10+AC0-17,BROOK,Feeding,Morning,,3.8
2025+AC0-10+AC0-17,BROOK,Milking,Morning,5.4,
2025+AC0-10+AC0-17,BROOK,Milking,Midday,4,
2025+AC0-10+AC0-17,BROOK,Feeding,Evening,,2.5
2025+AC0-10+AC0-17,BROOK,Milking,Evening,4.2,
2025+AC0-10+AC0-17,SONIC,Feeding,Morning,,2.5
2025+AC0-10+AC0-17,SONIC,Milking,Morning,7.2,
2025+AC0-10+AC0-17,SONIC,Milking,Midday,6.7,
2025+AC0-10+AC0-17,SONIC,Feeding,Evening,,2.5
2025+AC0-10+AC0-17,SONIC,Milking,Evening,5.9,
2025+AC0-10+AC0-17,RODEO,Feeding,Morning,,2.5
2025+AC0-10+AC0-17,RODEO,Milking,Morning,4.4,
2025+AC0-10+AC0-17,RODEO,Milking,Midday,4.1,
2025+AC0-10+AC0-17,RODEO,Feeding,Evening,,2.5
2025+AC0-10+AC0-17,RODEO,Milking,Evening,3.8,
2025+AC0-10+AC0-17,CHROME,Feeding,Morning,,2.5
2025+AC0-10+AC0-17,CHROME,Milking,Morning,9.7,
2025+AC0-10+AC0-17,CHROME,Milking,Midday,8.3,
2025+AC0-10+AC0-17,CHROME,Feeding,Evening,,2.5
2025+AC0-10+AC0-17,CHROME,Milking,Evening,7.8,
