Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-11+AC0-15,JACKPOT,Feeding,Morning,,2.5
2025+AC0-11+AC0-15,JACKPOT,Milking,Morning,5.8,
2025+AC0-11+AC0-15,JACKPOT,Milking,Midday,4.7,
2025+AC0-11+AC0-15,JACKPOT,Feeding,Evening,,2.5
2025+AC0-11+AC0-15,JACKPOT,Milking,Evening,3.8,
2025+AC0-11+AC0-15,SHARON,Feeding,Morning,,2.5
2025+AC0-11+AC0-15,SHARON,Milking,Morning,6.3,
2025+AC0-11+AC0-15,SHARON,Milking,Midday,5.4,
2025+AC0-11+AC0-15,SHARON,Feeding,Evening,,2.5
2025+AC0-11+AC0-15,SHARON,Milking,Evening,4,
2025+AC0-11+AC0-15,MAMBO,Feeding,Morning,,2.5
2025+AC0-11+AC0-15,MAMBO,Milking,Morning,8.4,
2025+AC0-11+AC0-15,MAMBO,Milking,Midday,6.4,
2025+AC0-11+AC0-15,MAMBO,Feeding,Evening,,2.5
2025+AC0-11+AC0-15,MAMBO,Milking,Evening,4.4,
2025+AC0-11+AC0-15,ROCKY,Feeding,Morning,,2.5
2025+AC0-11+AC0-15,ROCKY,Milking,Morning,6.5,
2025+AC0-11+AC0-15,ROCKY,Milking,Midday,4.3,
2025+AC0-11+AC0-15,ROCKY,Feeding,Evening,,2.5
2025+AC0-11+AC0-15,ROCKY,Milking,Evening,4.6,
2025+AC0-11+AC0-15,JOAN,Feeding,Morning,,2.5
2025+AC0-11+AC0-15,JOAN,Milking,Morning,6.8,
2025+AC0-11+AC0-15,JOAN,Milking,Midday,5.8,
2025+AC0-11+AC0-15,JOAN,Feeding,Evening,,2.5
2025+AC0-11+AC0-15,JOAN,Milking,Evening,4,
2025+AC0-11+AC0-15,BROOK,Feeding,Morning,,3.8
2025+AC0-11+AC0-15,BROOK,Milking,Morning,6.5,
2025+AC0-11+AC0-15,BROOK,Milking,Midday,4.3,
2025+AC0-11+AC0-15,BROOK,Feeding,Evening,,2.5
2025+AC0-11+AC0-15,BROOK,Milking,Evening,4.1,
2025+AC0-11+AC0-15,SONIC,Feeding,Morning,,2.5
2025+AC0-11+AC0-15,SONIC,Milking,Morning,8,
2025+AC0-11+AC0-15,SONIC,Milking,Midday,6.8,
2025+AC0-11+AC0-15,SONIC,Feeding,Evening,,2.5
2025+AC0-11+AC0-15,SONIC,Milking,Evening,3.4,
2025+AC0-11+AC0-15,RODEO,Feeding,Morning,,2.5
2025+AC0-11+AC0-15,RODEO,Milking,Morning,5,
2025+AC0-11+AC0-15,RODEO,Milking,Midday,3.7,
2025+AC0-11+AC0-15,RODEO,Feeding,Evening,,2.5
2025+AC0-11+AC0-15,RODEO,Milking,Evening,3.2,
2025+AC0-11+AC0-15,CHROME,Feeding,Morning,,2.5
2025+AC0-11+AC0-15,CHROME,Milking,Morning,8.8,
2025+AC0-11+AC0-15,CHROME,Milking,Midday,8.2,
2025+AC0-11+AC0-15,CHROME,Feeding,Evening,,2.5
2025+AC0-11+AC0-15,CHROME,Milking,Evening,7.5,
