Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-11+AC0-12,JACKPOT,Feeding,Morning,,2.5
2025+AC0-11+AC0-12,JACKPOT,Milking,Morning,5.7,
2025+AC0-11+AC0-12,JACKPOT,Milking,Midday,4,
2025+AC0-11+AC0-12,JACKPOT,Feeding,Evening,,2.5
2025+AC0-11+AC0-12,JACKPOT,Milking,Evening,4.2,
2025+AC0-11+AC0-12,SHARON,Feeding,Morning,,2.5
2025+AC0-11+AC0-12,SHARON,Milking,Morning,6.3,
2025+AC0-11+AC0-12,SHARON,Milking,Midday,5.3,
2025+AC0-11+AC0-12,SHARON,Feeding,Evening,,2.5
2025+AC0-11+AC0-12,SHARON,Milking,Evening,4.3,
2025+AC0-11+AC0-12,MAMBO,Feeding,Morning,,2.5
2025+AC0-11+AC0-12,MAMBO,Milking,Morning,9.3,
2025+AC0-11+AC0-12,MAMBO,Milking,Midday,6.3,
2025+AC0-11+AC0-12,MAMBO,Feeding,Evening,,2.5
2025+AC0-11+AC0-12,MAMBO,Milking,Evening,5.4,
2025+AC0-11+AC0-12,ROCKY,Feeding,Morning,,2.5
2025+AC0-11+AC0-12,ROCKY,Milking,Morning,6,
2025+AC0-11+AC0-12,ROCKY,Milking,Midday,4,
2025+AC0-11+AC0-12,ROCKY,Feeding,Evening,,2.5
2025+AC0-11+AC0-12,ROCKY,Milking,Evening,4.1,
2025+AC0-11+AC0-12,JOAN,Feeding,Morning,,2.5
2025+AC0-11+AC0-12,JOAN,Milking,Morning,6.7,
2025+AC0-11+AC0-12,JOAN,Milking,Midday,5.9,
2025+AC0-11+AC0-12,JOAN,Feeding,Evening,,2.5
2025+AC0-11+AC0-12,JOAN,Milking,Evening,4,
2025+AC0-11+AC0-12,BROOK,Feeding,Morning,,3.8
2025+AC0-11+AC0-12,BROOK,Milking,Morning,5.4,
2025+AC0-11+AC0-12,BROOK,Milking,Midday,4.2,
2025+AC0-11+AC0-12,BROOK,Feeding,Evening,,2.5
2025+AC0-11+AC0-12,BROOK,Milking,Evening,4.2,
2025+AC0-11+AC0-12,SONIC,Feeding,Morning,,2.5
2025+AC0-11+AC0-12,SONIC,Milking,Morning,7.2,
2025+AC0-11+AC0-12,SONIC,Milking,Midday,6,
2025+AC0-11+AC0-12,SONIC,Feeding,Evening,,2.5
2025+AC0-11+AC0-12,SONIC,Milking,Evening,5.8,
2025+AC0-11+AC0-12,RODEO,Feeding,Morning,,2.5
2025+AC0-11+AC0-12,RODEO,Milking,Morning,3.9,
2025+AC0-11+AC0-12,RODEO,Milking,Midday,3.3,
2025+AC0-11+AC0-12,RODEO,Feeding,Evening,,2.5
2025+AC0-11+AC0-12,RODEO,Milking,Evening,4.2,
2025+AC0-11+AC0-12,CHROME,Feeding,Morning,,2.5
2025+AC0-11+AC0-12,CHROME,Milking,Morning,8.7,
2025+AC0-11+AC0-12,CHROME,Milking,Midday,9.7,
2025+AC0-11+AC0-12,CHROME,Feeding,Evening,,2.5
2025+AC0-11+AC0-12,CHROME,Milking,Evening,7.5,
