Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-10+AC0-30,JACKPOT,Feeding,Morning,,2.5
2025+AC0-10+AC0-30,JACKPOT,Milking,Morning,6,
2025+AC0-10+AC0-30,JACKPOT,Milking,Midday,4,
2025+AC0-10+AC0-30,JACKPOT,Feeding,Evening,,2.5
2025+AC0-10+AC0-30,JACKPOT,Milking,Evening,4.2,
2025+AC0-10+AC0-30,SHARON,Feeding,Morning,,2.5
2025+AC0-10+AC0-30,SHARON,Milking,Morning,6.3,
2025+AC0-10+AC0-30,SHARON,Milking,Midday,4.9,
2025+AC0-10+AC0-30,SHARON,Feeding,Evening,,2.5
2025+AC0-10+AC0-30,SHARON,Milking,Evening,5.7,
2025+AC0-10+AC0-30,MAMBO,Feeding,Morning,,2.5
2025+AC0-10+AC0-30,MAMBO,Milking,Morning,9.3,
2025+AC0-10+AC0-30,MAMBO,Milking,Midday,6.4,
2025+AC0-10+AC0-30,MAMBO,Feeding,Evening,,2.5
2025+AC0-10+AC0-30,MAMBO,Milking,Evening,5.8,
2025+AC0-10+AC0-30,ROCKY,Feeding,Morning,,2.5
2025+AC0-10+AC0-30,ROCKY,Milking,Morning,5.8,
2025+AC0-10+AC0-30,ROCKY,Milking,Midday,3.7,
2025+AC0-10+AC0-30,ROCKY,Feeding,Evening,,2.5
2025+AC0-10+AC0-30,ROCKY,Milking,Evening,3.9,
2025+AC0-10+AC0-30,JOAN,Feeding,Morning,,2.5
2025+AC0-10+AC0-30,JOAN,Milking,Morning,7.2,
2025+AC0-10+AC0-30,JOAN,Milking,Midday,6.1,
2025+AC0-10+AC0-30,JOAN,Feeding,Evening,,2.5
2025+AC0-10+AC0-30,JOAN,Milking,Evening,4.8,
2025+AC0-10+AC0-30,BROOK,Feeding,Morning,,3.8
2025+AC0-10+AC0-30,BROOK,Milking,Morning,4.4,
2025+AC0-10+AC0-30,BROOK,Milking,Midday,4.1,
2025+AC0-10+AC0-30,BROOK,Feeding,Evening,,2.5
2025+AC0-10+AC0-30,BROOK,Milking,Evening,4.2,
2025+AC0-10+AC0-30,SONIC,Feeding,Morning,,2.5
2025+AC0-10+AC0-30,SONIC,Milking,Morning,8.4,
2025+AC0-10+AC0-30,SONIC,Milking,Midday,7,
2025+AC0-10+AC0-30,SONIC,Feeding,Evening,,2.5
2025+AC0-10+AC0-30,SONIC,Milking,Evening,5.2,
2025+AC0-10+AC0-30,RODEO,Feeding,Morning,,2.5
2025+AC0-10+AC0-30,RODEO,Milking,Morning,4.2,
2025+AC0-10+AC0-30,RODEO,Milking,Midday,3.6,
2025+AC0-10+AC0-30,RODEO,Feeding,Evening,,2.5
2025+AC0-10+AC0-30,RODEO,Milking,Evening,4.3,
2025+AC0-10+AC0-30,CHROME,Feeding,Morning,,2.5
2025+AC0-10+AC0-30,CHROME,Milking,Morning,7.5,
2025+AC0-10+AC0-30,CHROME,Milking,Midday,7.4,
2025+AC0-10+AC0-30,CHROME,Feeding,Evening,,2.5
2025+AC0-10+AC0-30,CHROME,Milking,Evening,6.5,
