Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-10+AC0-28,JACKPOT,Feeding,Morning,,2.5
2025+AC0-10+AC0-28,JACKPOT,Milking,Morning,6.3,
2025+AC0-10+AC0-28,JACKPOT,Milking,Midday,4.1,
2025+AC0-10+AC0-28,JACKPOT,Feeding,Evening,,2.5
2025+AC0-10+AC0-28,JACKPOT,Milking,Evening,4,
2025+AC0-10+AC0-28,SHARON,Feeding,Morning,,2.5
2025+AC0-10+AC0-28,SHARON,Milking,Morning,5.8,
2025+AC0-10+AC0-28,SHARON,Milking,Midday,5,
2025+AC0-10+AC0-28,SHARON,Feeding,Evening,,2.5
2025+AC0-10+AC0-28,SHARON,Milking,Evening,3.8,
2025+AC0-10+AC0-28,MAMBO,Feeding,Morning,,2.5
2025+AC0-10+AC0-28,MAMBO,Milking,Morning,9.2,
2025+AC0-10+AC0-28,MAMBO,Milking,Midday,6,
2025+AC0-10+AC0-28,MAMBO,Feeding,Evening,,2.5
2025+AC0-10+AC0-28,MAMBO,Milking,Evening,5.4,
2025+AC0-10+AC0-28,ROCKY,Feeding,Morning,,2.5
2025+AC0-10+AC0-28,ROCKY,Milking,Morning,5.9,
2025+AC0-10+AC0-28,ROCKY,Milking,Midday,3.7,
2025+AC0-10+AC0-28,ROCKY,Feeding,Evening,,2.5
2025+AC0-10+AC0-28,ROCKY,Milking,Evening,4.1,
2025+AC0-10+AC0-28,JOAN,Feeding,Morning,,2.5
2025+AC0-10+AC0-28,JOAN,Milking,Morning,6.5,
2025+AC0-10+AC0-28,JOAN,Milking,Midday,5.8,
2025+AC0-10+AC0-28,JOAN,Feeding,Evening,,2.5
2025+AC0-10+AC0-28,JOAN,Milking,Evening,4.3,
2025+AC0-10+AC0-28,BROOK,Feeding,Morning,,3.8
2025+AC0-10+AC0-28,BROOK,Milking,Morning,4.1,
2025+AC0-10+AC0-28,BROOK,Milking,Midday,3.5,
2025+AC0-10+AC0-28,BROOK,Feeding,Evening,,2.5
2025+AC0-10+AC0-28,BROOK,Milking,Evening,3.8,
2025+AC0-10+AC0-28,SONIC,Feeding,Morning,,2.5
2025+AC0-10+AC0-28,SONIC,Milking,Morning,10.1,
2025+AC0-10+AC0-28,SONIC,Milking,Midday,6.6,
2025+AC0-10+AC0-28,SONIC,Feeding,Evening,,2.5
2025+AC0-10+AC0-28,SONIC,Milking,Evening,5.2,
2025+AC0-10+AC0-28,RODEO,Feeding,Morning,,2.5
2025+AC0-10+AC0-28,RODEO,Milking,Morning,2.8,
2025+AC0-10+AC0-28,RODEO,Milking,Midday,3.7,
2025+AC0-10+AC0-28,RODEO,Feeding,Evening,,2.5
2025+AC0-10+AC0-28,RODEO,Milking,Evening,3.9,
2025+AC0-10+AC0-28,CHROME,Feeding,Morning,,2.5
2025+AC0-10+AC0-28,CHROME,Milking,Morning,7.5,
2025+AC0-10+AC0-28,CHROME,Milking,Midday,7.4,
2025+AC0-10+AC0-28,CHROME,Feeding,Evening,,2.5
2025+AC0-10+AC0-28,CHROME,Milking,Evening,6.5,
