Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-11+AC0-13,JACKPOT,Feeding,Morning,,2.5
2025+AC0-11+AC0-13,JACKPOT,Milking,Morning,5.8,
2025+AC0-11+AC0-13,JACKPOT,Milking,Midday,4.1,
2025+AC0-11+AC0-13,JACKPOT,Feeding,Evening,,2.5
2025+AC0-11+AC0-13,JACKPOT,Milking,Evening,3.9,
2025+AC0-11+AC0-13,SHARON,Feeding,Morning,,2.5
2025+AC0-11+AC0-13,SHARON,Milking,Morning,6.5,
2025+AC0-11+AC0-13,SHARON,Milking,Midday,5.3,
2025+AC0-11+AC0-13,SHARON,Feeding,Evening,,2.5
2025+AC0-11+AC0-13,SHARON,Milking,Evening,5.3,
2025+AC0-11+AC0-13,MAMBO,Feeding,Morning,,2.5
2025+AC0-11+AC0-13,MAMBO,Milking,Morning,9.2,
2025+AC0-11+AC0-13,MAMBO,Milking,Midday,6.3,
2025+AC0-11+AC0-13,MAMBO,Feeding,Evening,,2.5
2025+AC0-11+AC0-13,MAMBO,Milking,Evening,5,
2025+AC0-11+AC0-13,ROCKY,Feeding,Morning,,2.5
2025+AC0-11+AC0-13,ROCKY,Milking,Morning,6.2,
2025+AC0-11+AC0-13,ROCKY,Milking,Midday,4.5,
2025+AC0-11+AC0-13,ROCKY,Feeding,Evening,,2.5
2025+AC0-11+AC0-13,ROCKY,Milking,Evening,3.5,
2025+AC0-11+AC0-13,JOAN,Feeding,Morning,,2.5
2025+AC0-11+AC0-13,JOAN,Milking,Morning,6.5,
2025+AC0-11+AC0-13,JOAN,Milking,Midday,6.2,
2025+AC0-11+AC0-13,JOAN,Feeding,Evening,,2.5
2025+AC0-11+AC0-13,JOAN,Milking,Evening,4,
2025+AC0-11+AC0-13,BROOK,Feeding,Morning,,3.8
2025+AC0-11+AC0-13,BROOK,Milking,Morning,5,
2025+AC0-11+AC0-13,BROOK,Milking,Midday,4,
2025+AC0-11+AC0-13,BROOK,Feeding,Evening,,2.5
2025+AC0-11+AC0-13,BROOK,Milking,Evening,4.3,
2025+AC0-11+AC0-13,SONIC,Feeding,Morning,,2.5
2025+AC0-11+AC0-13,SONIC,Milking,Morning,7.6,
2025+AC0-11+AC0-13,SONIC,Milking,Midday,6.4,
2025+AC0-11+AC0-13,SONIC,Feeding,Evening,,2.5
2025+AC0-11+AC0-13,SONIC,Milking,Evening,4.2,
2025+AC0-11+AC0-13,RODEO,Feeding,Morning,,2.5
2025+AC0-11+AC0-13,RODEO,Milking,Morning,3.8,
2025+AC0-11+AC0-13,RODEO,Milking,Midday,3.1,
2025+AC0-11+AC0-13,RODEO,Feeding,Evening,,2.5
2025+AC0-11+AC0-13,RODEO,Milking,Evening,3.6,
2025+AC0-11+AC0-13,CHROME,Feeding,Morning,,2.5
2025+AC0-11+AC0-13,CHROME,Milking,Morning,7.7,
2025+AC0-11+AC0-13,CHROME,Milking,Midday,7.7,
2025+AC0-11+AC0-13,CHROME,Feeding,Evening,,2.5
2025+AC0-11+AC0-13,CHROME,Milking,Evening,7.4,
