Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-11+AC0-06,JACKPOT,Feeding,Morning,,2.5
2025+AC0-11+AC0-06,JACKPOT,Milking,Morning,6,
2025+AC0-11+AC0-06,JACKPOT,Milking,Midday,3.7,
2025+AC0-11+AC0-06,JACKPOT,Feeding,Evening,,2.5
2025+AC0-11+AC0-06,JACKPOT,Milking,Evening,3.7,
2025+AC0-11+AC0-06,SHARON,Feeding,Morning,,2.5
2025+AC0-11+AC0-06,SHARON,Milking,Morning,6.8,
2025+AC0-11+AC0-06,SHARON,Milking,Midday,5,
2025+AC0-11+AC0-06,SHARON,Feeding,Evening,,2.5
2025+AC0-11+AC0-06,SHARON,Milking,Evening,3.9,
2025+AC0-11+AC0-06,MAMBO,Feeding,Morning,,2.5
2025+AC0-11+AC0-06,MAMBO,Milking,Morning,9,
2025+AC0-11+AC0-06,MAMBO,Milking,Midday,6.3,
2025+AC0-11+AC0-06,MAMBO,Feeding,Evening,,2.5
2025+AC0-11+AC0-06,MAMBO,Milking,Evening,5.6,
2025+AC0-11+AC0-06,ROCKY,Feeding,Morning,,2.5
2025+AC0-11+AC0-06,ROCKY,Milking,Morning,5.2,
2025+AC0-11+AC0-06,ROCKY,Milking,Midday,3.5,
2025+AC0-11+AC0-06,ROCKY,Feeding,Evening,,2.5
2025+AC0-11+AC0-06,ROCKY,Milking,Evening,3.7,
2025+AC0-11+AC0-06,JOAN,Feeding,Morning,,2.5
2025+AC0-11+AC0-06,JOAN,Milking,Morning,5.7,
2025+AC0-11+AC0-06,JOAN,Milking,Midday,5.4,
2025+AC0-11+AC0-06,JOAN,Feeding,Evening,,2.5
2025+AC0-11+AC0-06,JOAN,Milking,Evening,4.3,
2025+AC0-11+AC0-06,BROOK,Feeding,Morning,,3.8
2025+AC0-11+AC0-06,BROOK,Milking,Morning,4.4,
2025+AC0-11+AC0-06,BROOK,Milking,Midday,3.5,
2025+AC0-11+AC0-06,BROOK,Feeding,Evening,,2.5
2025+AC0-11+AC0-06,BROOK,Milking,Evening,3.7,
2025+AC0-11+AC0-06,SONIC,Feeding,Morning,,2.5
2025+AC0-11+AC0-06,SONIC,Milking,Morning,7,
2025+AC0-11+AC0-06,SONIC,Milking,Midday,5.4,
2025+AC0-11+AC0-06,SONIC,Feeding,Evening,,2.5
2025+AC0-11+AC0-06,SONIC,Milking,Evening,4.7,
2025+AC0-11+AC0-06,RODEO,Feeding,Morning,,2.5
2025+AC0-11+AC0-06,RODEO,Milking,Morning,3.3,
2025+AC0-11+AC0-06,RODEO,Milking,Midday,3.1,
2025+AC0-11+AC0-06,RODEO,Feeding,Evening,,2.5
2025+AC0-11+AC0-06,RODEO,Milking,Evening,4.3,
2025+AC0-11+AC0-06,CHROME,Feeding,Morning,,2.5
2025+AC0-11+AC0-06,CHROME,Milking,Morning,8.4,
2025+AC0-11+AC0-06,CHROME,Milking,Midday,8.1,
2025+AC0-11+AC0-06,CHROME,Feeding,Evening,,2.5
2025+AC0-11+AC0-06,CHROME,Milking,Evening,6.7,
