Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-11+AC0-02,JACKPOT,Feeding,Morning,,2.5
2025+AC0-11+AC0-02,JACKPOT,Milking,Morning,6.2,
2025+AC0-11+AC0-02,JACKPOT,Milking,Midday,4.5,
2025+AC0-11+AC0-02,JACKPOT,Feeding,Evening,,2.5
2025+AC0-11+AC0-02,JACKPOT,Milking,Evening,3,
2025+AC0-11+AC0-02,SHARON,Feeding,Morning,,2.5
2025+AC0-11+AC0-02,SHARON,Milking,Morning,6.5,
2025+AC0-11+AC0-02,SHARON,Milking,Midday,5,
2025+AC0-11+AC0-02,SHARON,Feeding,Evening,,2.5
2025+AC0-11+AC0-02,SHARON,Milking,Evening,3.8,
2025+AC0-11+AC0-02,MAMBO,Feeding,Morning,,2.5
2025+AC0-11+AC0-02,MAMBO,Milking,Morning,9.4,
2025+AC0-11+AC0-02,MAMBO,Milking,Midday,5.7,
2025+AC0-11+AC0-02,MAMBO,Feeding,Evening,,2.5
2025+AC0-11+AC0-02,MAMBO,Milking,Evening,4.3,
2025+AC0-11+AC0-02,ROCKY,Feeding,Morning,,2.5
2025+AC0-11+AC0-02,ROCKY,Milking,Morning,6.1,
2025+AC0-11+AC0-02,ROCKY,Milking,Midday,4.4,
2025+AC0-11+AC0-02,ROCKY,Feeding,Evening,,2.5
2025+AC0-11+AC0-02,ROCKY,Milking,Evening,4,
2025+AC0-11+AC0-02,JOAN,Feeding,Morning,,2.5
2025+AC0-11+AC0-02,JOAN,Milking,Morning,7.4,
2025+AC0-11+AC0-02,JOAN,Milking,Midday,4.2,
2025+AC0-11+AC0-02,JOAN,Feeding,Evening,,2.5
2025+AC0-11+AC0-02,JOAN,Milking,Evening,3.8,
2025+AC0-11+AC0-02,BROOK,Feeding,Morning,,3.8
2025+AC0-11+AC0-02,BROOK,Milking,Morning,4.1,
2025+AC0-11+AC0-02,BROOK,Milking,Midday,4.4,
2025+AC0-11+AC0-02,BROOK,Feeding,Evening,,2.5
2025+AC0-11+AC0-02,BROOK,Milking,Evening,4.3,
2025+AC0-11+AC0-02,SONIC,Feeding,Morning,,2.5
2025+AC0-11+AC0-02,SONIC,Milking,Morning,8.5,
2025+AC0-11+AC0-02,SONIC,Milking,Midday,6.4,
2025+AC0-11+AC0-02,SONIC,Feeding,Evening,,2.5
2025+AC0-11+AC0-02,SONIC,Milking,Evening,4.3,
2025+AC0-11+AC0-02,RODEO,Feeding,Morning,,2.5
2025+AC0-11+AC0-02,RODEO,Milking,Morning,3.7,
2025+AC0-11+AC0-02,RODEO,Milking,Midday,4,
2025+AC0-11+AC0-02,RODEO,Feeding,Evening,,2.5
2025+AC0-11+AC0-02,RODEO,Milking,Evening,4.8,
2025+AC0-11+AC0-02,CHROME,Feeding,Morning,,2.5
2025+AC0-11+AC0-02,CHROME,Milking,Morning,8.4,
2025+AC0-11+AC0-02,CHROME,Milking,Midday,8.3,
2025+AC0-11+AC0-02,CHROME,Feeding,Evening,,2.5
2025+AC0-11+AC0-02,CHROME,Milking,Evening,5.8,
