Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-11+AC0-14,JACKPOT,Feeding,Morning,,2.5
2025+AC0-11+AC0-14,JACKPOT,Milking,Morning,6,
2025+AC0-11+AC0-14,JACKPOT,Milking,Midday,4,
2025+AC0-11+AC0-14,JACKPOT,Feeding,Evening,,2.5
2025+AC0-11+AC0-14,JACKPOT,Milking,Evening,5.8,
2025+AC0-11+AC0-14,SHARON,Feeding,Morning,,2.5
2025+AC0-11+AC0-14,SHARON,Milking,Morning,6.3,
2025+AC0-11+AC0-14,SHARON,Milking,Midday,5.6,
2025+AC0-11+AC0-14,SHARON,Feeding,Evening,,2.5
2025+AC0-11+AC0-14,SHARON,Milking,Evening,4.2,
2025+AC0-11+AC0-14,MAMBO,Feeding,Morning,,2.5
2025+AC0-11+AC0-14,MAMBO,Milking,Morning,8.2,
2025+AC0-11+AC0-14,MAMBO,Milking,Midday,6,
2025+AC0-11+AC0-14,MAMBO,Feeding,Evening,,2.5
2025+AC0-11+AC0-14,MAMBO,Milking,Evening,5,
2025+AC0-11+AC0-14,ROCKY,Feeding,Morning,,2.5
2025+AC0-11+AC0-14,ROCKY,Milking,Morning,5.8,
2025+AC0-11+AC0-14,ROCKY,Milking,Midday,4,
2025+AC0-11+AC0-14,ROCKY,Feeding,Evening,,2.5
2025+AC0-11+AC0-14,ROCKY,Milking,Evening,3.8,
2025+AC0-11+AC0-14,JOAN,Feeding,Morning,,2.5
2025+AC0-11+AC0-14,JOAN,Milking,Morning,6.7,
2025+AC0-11+AC0-14,JOAN,Milking,Midday,5.8,
2025+AC0-11+AC0-14,JOAN,Feeding,Evening,,2.5
2025+AC0-11+AC0-14,JOAN,Milking,Evening,4.1,
2025+AC0-11+AC0-14,BROOK,Feeding,Morning,,3.8
2025+AC0-11+AC0-14,BROOK,Milking,Morning,4.5,
2025+AC0-11+AC0-14,BROOK,Milking,Midday,4.2,
2025+AC0-11+AC0-14,BROOK,Feeding,Evening,,2.5
2025+AC0-11+AC0-14,BROOK,Milking,Evening,3.8,
2025+AC0-11+AC0-14,SONIC,Feeding,Morning,,2.5
2025+AC0-11+AC0-14,SONIC,Milking,Morning,8,
2025+AC0-11+AC0-14,SONIC,Milking,Midday,6.8,
2025+AC0-11+AC0-14,SONIC,Feeding,Evening,,2.5
2025+AC0-11+AC0-14,SONIC,Milking,Evening,4,
2025+AC0-11+AC0-14,RODEO,Feeding,Morning,,2.5
2025+AC0-11+AC0-14,RODEO,Milking,Morning,4.1,
2025+AC0-11+AC0-14,RODEO,Milking,Midday,3.3,
2025+AC0-11+AC0-14,RODEO,Feeding,Evening,,2.5
2025+AC0-11+AC0-14,RODEO,Milking,Evening,4,
2025+AC0-11+AC0-14,CHROME,Feeding,Morning,,2.5
2025+AC0-11+AC0-14,CHROME,Milking,Morning,8.4,
2025+AC0-11+AC0-14,CHROME,Milking,Midday,7.9,
2025+AC0-11+AC0-14,CHROME,Feeding,Evening,,2.5
2025+AC0-11+AC0-14,CHROME,Milking,Evening,7.1,
