Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-11+AC0-18,JACKPOT,Feeding,Morning,,2.5
2025+AC0-11+AC0-18,JACKPOT,Milking,Morning,6.2,
2025+AC0-11+AC0-18,JACKPOT,Milking,Midday,4.2,
2025+AC0-11+AC0-18,JACKPOT,Feeding,Evening,,2.5
2025+AC0-11+AC0-18,JACKPOT,Milking,Evening,4.7,
2025+AC0-11+AC0-18,SHARON,Feeding,Morning,,2.5
2025+AC0-11+AC0-18,SHARON,Milking,Morning,6.5,
2025+AC0-11+AC0-18,SHARON,Milking,Midday,5.1,
2025+AC0-11+AC0-18,SHARON,Feeding,Evening,,2.5
2025+AC0-11+AC0-18,SHARON,Milking,Evening,4.3,
2025+AC0-11+AC0-18,MAMBO,Feeding,Morning,,2.5
2025+AC0-11+AC0-18,MAMBO,Milking,Morning,9.3,
2025+AC0-11+AC0-18,MAMBO,Milking,Midday,6.3,
2025+AC0-11+AC0-18,MAMBO,Feeding,Evening,,2.5
2025+AC0-11+AC0-18,MAMBO,Milking,Evening,5.8,
2025+AC0-11+AC0-18,ROCKY,Feeding,Morning,,2.5
2025+AC0-11+AC0-18,ROCKY,Milking,Morning,6.1,
2025+AC0-11+AC0-18,ROCKY,Milking,Midday,4.1,
2025+AC0-11+AC0-18,ROCKY,Feeding,Evening,,2.5
2025+AC0-11+AC0-18,ROCKY,Milking,Evening,4.1,
2025+AC0-11+AC0-18,JOAN,Feeding,Morning,,2.5
2025+AC0-11+AC0-18,JOAN,Milking,Morning,7.4,
2025+AC0-11+AC0-18,JOAN,Milking,Midday,6.5,
2025+AC0-11+AC0-18,JOAN,Feeding,Evening,,2.5
2025+AC0-11+AC0-18,JOAN,Milking,Evening,4.8,
2025+AC0-11+AC0-18,BROOK,Feeding,Morning,,3.8
2025+AC0-11+AC0-18,BROOK,Milking,Morning,5.1,
2025+AC0-11+AC0-18,BROOK,Milking,Midday,4.7,
2025+AC0-11+AC0-18,BROOK,Feeding,Evening,,2.5
2025+AC0-11+AC0-18,BROOK,Milking,Evening,4.1,
2025+AC0-11+AC0-18,SONIC,Feeding,Morning,,2.5
2025+AC0-11+AC0-18,SONIC,Milking,Morning,7.4,
2025+AC0-11+AC0-18,SONIC,Milking,Midday,6.5,
2025+AC0-11+AC0-18,SONIC,Feeding,Evening,,2.5
2025+AC0-11+AC0-18,SONIC,Milking,Evening,5.1,
2025+AC0-11+AC0-18,RODEO,Feeding,Morning,,2.5
2025+AC0-11+AC0-18,RODEO,Milking,Morning,,
2025+AC0-11+AC0-18,RODEO,Milking,Midday,,
2025+AC0-11+AC0-18,RODEO,Feeding,Evening,,2.5
2025+AC0-11+AC0-18,RODEO,Milking,Evening,,
2025+AC0-11+AC0-18,CHROME,Feeding,Morning,,2.5
2025+AC0-11+AC0-18,CHROME,Milking,Morning,8.9,
2025+AC0-11+AC0-18,CHROME,Milking,Midday,7.8,
2025+AC0-11+AC0-18,CHROME,Feeding,Evening,,2.5
2025+AC0-11+AC0-18,CHROME,Milking,Evening,7.3,
