Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-10+AC0-24,JACKPOT,Feeding,Morning,,2.5
2025+AC0-10+AC0-24,JACKPOT,Milking,Morning,6.2,
2025+AC0-10+AC0-24,JACKPOT,Milking,Midday,,
2025+AC0-10+AC0-24,JACKPOT,Feeding,Evening,,2.5
2025+AC0-10+AC0-24,JACKPOT,Milking,Evening,,
2025+AC0-10+AC0-24,SHARON,Feeding,Morning,,2.5
2025+AC0-10+AC0-24,SHARON,Milking,Morning,6.7,
2025+AC0-10+AC0-24,SHARON,Milking,Midday,,
2025+AC0-10+AC0-24,SHARON,Feeding,Evening,,2.5
2025+AC0-10+AC0-24,SHARON,Milking,Evening,,
2025+AC0-10+AC0-24,MAMBO,Feeding,Morning,,2.5
2025+AC0-10+AC0-24,MAMBO,Milking,Morning,9,
2025+AC0-10+AC0-24,MAMBO,Milking,Midday,,
2025+AC0-10+AC0-24,MAMBO,Feeding,Evening,,2.5
2025+AC0-10+AC0-24,MAMBO,Milking,Evening,,
2025+AC0-10+AC0-24,ROCKY,Feeding,Morning,,2.5
2025+AC0-10+AC0-24,ROCKY,Milking,Morning,3,
2025+AC0-10+AC0-24,ROCKY,Milking,Midday,,
2025+AC0-10+AC0-24,ROCKY,Feeding,Evening,,2.5
2025+AC0-10+AC0-24,ROCKY,Milking,Evening,,
2025+AC0-10+AC0-24,JOAN,Feeding,Morning,,2.5
2025+AC0-10+AC0-24,JOAN,Milking,Morning,6.5,
2025+AC0-10+AC0-24,JOAN,Milking,Midday,,
2025+AC0-10+AC0-24,JOAN,Feeding,Evening,,2.5
2025+AC0-10+AC0-24,JOAN,Milking,Evening,,
2025+AC0-10+AC0-24,BROOK,Feeding,Morning,,3.8
2025+AC0-10+AC0-24,BROOK,Milking,Morning,4.5,
2025+AC0-10+AC0-24,BROOK,Milking,Midday,,
2025+AC0-10+AC0-24,BROOK,Feeding,Evening,,2.5
2025+AC0-10+AC0-24,BROOK,Milking,Evening,,
2025+AC0-10+AC0-24,SONIC,Feeding,Morning,,2.5
2025+AC0-10+AC0-24,SONIC,Milking,Morning,7.1,
2025+AC0-10+AC0-24,SONIC,Milking,Midday,,
2025+AC0-10+AC0-24,SONIC,Feeding,Evening,,2.5
2025+AC0-10+AC0-24,SONIC,Milking,Evening,,
2025+AC0-10+AC0-24,RODEO,Feeding,Morning,,2.5
2025+AC0-10+AC0-24,RODEO,Milking,Morning,3.2,
2025+AC0-10+AC0-24,RODEO,Milking,Midday,,
2025+AC0-10+AC0-24,RODEO,Feeding,Evening,,
2025+AC0-10+AC0-24,RODEO,Milking,Evening,,
2025+AC0-10+AC0-24,SASHA,Feeding,Morning,,3.8
2025+AC0-10+AC0-24,SASHA,Milking,Morning,4.8,
2025+AC0-10+AC0-24,SASHA,Milking,Midday,,
2025+AC0-10+AC0-24,SASHA,Feeding,Evening,,2.5
2025+AC0-10+AC0-24,SASHA,Milking,Evening,,
2025+AC0-10+AC0-24,CHROME,Feeding,Morning,,2.5
2025+AC0-10+AC0-24,CHROME,Milking,Morning,8,
2025+AC0-10+AC0-24,CHROME,Milking,Midday,,
2025+AC0-10+AC0-24,CHROME,Feeding,Evening,,2.5
2025+AC0-10+AC0-24,CHROME,Milking,Evening,,
