Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-10+AC0-18,JACKPOT,Feeding,Morning,,2.5
2025+AC0-10+AC0-18,JACKPOT,Milking,Morning,1.3,
2025+AC0-10+AC0-18,JACKPOT,Milking,Midday,1.1,
2025+AC0-10+AC0-18,JACKPOT,Feeding,Evening,,2.5
2025+AC0-10+AC0-18,JACKPOT,Milking,Evening,1.1,
2025+AC0-10+AC0-18,SHARON,Feeding,Morning,,2.5
2025+AC0-10+AC0-18,SHARON,Milking,Morning,7.2,
2025+AC0-10+AC0-18,SHARON,Milking,Midday,6.1,
2025+AC0-10+AC0-18,SHARON,Feeding,Evening,,2.5
2025+AC0-10+AC0-18,SHARON,Milking,Evening,4.4,
2025+AC0-10+AC0-18,MAMBO,Feeding,Morning,,2.5
2025+AC0-10+AC0-18,MAMBO,Milking,Morning,9.2,
2025+AC0-10+AC0-18,MAMBO,Milking,Midday,6,
2025+AC0-10+AC0-18,MAMBO,Feeding,Evening,,2.5
2025+AC0-10+AC0-18,MAMBO,Milking,Evening,5.5,
2025+AC0-10+AC0-18,ROCKY,Feeding,Morning,,2.5
2025+AC0-10+AC0-18,ROCKY,Milking,Morning,5.6,
2025+AC0-10+AC0-18,ROCKY,Milking,Midday,3.1,
2025+AC0-10+AC0-18,ROCKY,Feeding,Evening,,2.5
2025+AC0-10+AC0-18,ROCKY,Milking,Evening,3.5,
2025+AC0-10+AC0-18,JOAN,Feeding,Morning,,2.5
2025+AC0-10+AC0-18,JOAN,Milking,Morning,7,
2025+AC0-10+AC0-18,JOAN,Milking,Midday,5.4,
2025+AC0-10+AC0-18,JOAN,Feeding,Evening,,2.5
2025+AC0-10+AC0-18,JOAN,Milking,Evening,4.8,
2025+AC0-10+AC0-18,BROOK,Feeding,Morning,,3.8
2025+AC0-10+AC0-18,BROOK,Milking,Morning,4.5,
2025+AC0-10+AC0-18,BROOK,Milking,Midday,3.7,
2025+AC0-10+AC0-18,BROOK,Feeding,Evening,,2.5
2025+AC0-10+AC0-18,BROOK,Milking,Evening,3.1,
2025+AC0-10+AC0-18,SONIC,Feeding,Morning,,2.5
2025+AC0-10+AC0-18,SONIC,Milking,Morning,7.5,
2025+AC0-10+AC0-18,SONIC,Milking,Midday,5.8,
2025+AC0-10+AC0-18,SONIC,Feeding,Evening,,2.5
2025+AC0-10+AC0-18,SONIC,Milking,Evening,4.6,
2025+AC0-10+AC0-18,RODEO,Feeding,Morning,,3.8
2025+AC0-10+AC0-18,RODEO,Milking,Morning,3.6,
2025+AC0-10+AC0-18,RODEO,Milking,Midday,3.5,
2025+AC0-10+AC0-18,RODEO,Feeding,Evening,,2.5
2025+AC0-10+AC0-18,RODEO,Milking,Evening,5.8,
2025+AC0-10+AC0-18,SASHA,Feeding,Morning,,3.8
2025+AC0-10+AC0-18,SASHA,Milking,Morning,4.7,
2025+AC0-10+AC0-18,SASHA,Milking,Midday,3.9,
2025+AC0-10+AC0-18,SASHA,Feeding,Evening,,2.5
2025+AC0-10+AC0-18,SASHA,Milking,Evening,3,
2025+AC0-10+AC0-18,CHROME,Feeding,Morning,,2.5
2025+AC0-10+AC0-18,CHROME,Milking,Morning,7.5,
2025+AC0-10+AC0-18,CHROME,Milking,Midday,7.3,
2025+AC0-10+AC0-18,CHROME,Feeding,Evening,,2.5
2025+AC0-10+AC0-18,CHROME,Milking,Evening,6.5,
