Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-11+AC0-09,JACKPOT,Feeding,Morning,,2.5
2025+AC0-11+AC0-09,JACKPOT,Milking,Morning,5.8,
2025+AC0-11+AC0-09,JACKPOT,Milking,Midday,6.8,
2025+AC0-11+AC0-09,JACKPOT,Feeding,Evening,,2.5
2025+AC0-11+AC0-09,JACKPOT,Milking,Evening,3.5,
2025+AC0-11+AC0-09,SHARON,Feeding,Morning,,2.5
2025+AC0-11+AC0-09,SHARON,Milking,Morning,6.7,
2025+AC0-11+AC0-09,SHARON,Milking,Midday,5.2,
2025+AC0-11+AC0-09,SHARON,Feeding,Evening,,2.5
2025+AC0-11+AC0-09,SHARON,Milking,Evening,4,
2025+AC0-11+AC0-09,MAMBO,Feeding,Morning,,2.5
2025+AC0-11+AC0-09,MAMBO,Milking,Morning,8,
2025+AC0-11+AC0-09,MAMBO,Milking,Midday,6.8,
2025+AC0-11+AC0-09,MAMBO,Feeding,Evening,,2.5
2025+AC0-11+AC0-09,MAMBO,Milking,Evening,5.4,
2025+AC0-11+AC0-09,ROCKY,Feeding,Morning,,2.5
2025+AC0-11+AC0-09,ROCKY,Milking,Morning,5.2,
2025+AC0-11+AC0-09,ROCKY,Milking,Midday,4,
2025+AC0-11+AC0-09,ROCKY,Feeding,Evening,,2.5
2025+AC0-11+AC0-09,ROCKY,Milking,Evening,3.8,
2025+AC0-11+AC0-09,JOAN,Feeding,Morning,,2.5
2025+AC0-11+AC0-09,JOAN,Milking,Morning,6.2,
2025+AC0-11+AC0-09,JOAN,Milking,Midday,5.6,
2025+AC0-11+AC0-09,JOAN,Feeding,Evening,,2.5
2025+AC0-11+AC0-09,JOAN,Milking,Evening,4.3,
2025+AC0-11+AC0-09,BROOK,Feeding,Morning,,3.8
2025+AC0-11+AC0-09,BROOK,Milking,Morning,4.8,
2025+AC0-11+AC0-09,BROOK,Milking,Midday,4,
2025+AC0-11+AC0-09,BROOK,Feeding,Evening,,2.5
2025+AC0-11+AC0-09,BROOK,Milking,Evening,3.6,
2025+AC0-11+AC0-09,SONIC,Feeding,Morning,,2.5
2025+AC0-11+AC0-09,SONIC,Milking,Morning,6.9,
2025+AC0-11+AC0-09,SONIC,Milking,Midday,6,
2025+AC0-11+AC0-09,SONIC,Feeding,Evening,,2.5
2025+AC0-11+AC0-09,SONIC,Milking,Evening,4,
2025+AC0-11+AC0-09,RODEO,Feeding,Morning,,2.5
2025+AC0-11+AC0-09,RODEO,Milking,Morning,3.7,
2025+AC0-11+AC0-09,RODEO,Milking,Midday,3.8,
2025+AC0-11+AC0-09,RODEO,Feeding,Evening,,2.5
2025+AC0-11+AC0-09,RODEO,Milking,Evening,3.3,
2025+AC0-11+AC0-09,CHROME,Feeding,Morning,,2.5
2025+AC0-11+AC0-09,CHROME,Milking,Morning,9.1,
2025+AC0-11+AC0-09,CHROME,Milking,Midday,8.6,
2025+AC0-11+AC0-09,CHROME,Feeding,Evening,,2.5
2025+AC0-11+AC0-09,CHROME,Milking,Evening,8,
