Date,Cow+AF8-ID,Activity,Session,Milk+AF8-Liters,Feed+AF8-kg
2025+AC0-11+AC0-05,JACKPOT,Feeding,Morning,,2.5
2025+AC0-11+AC0-05,JACKPOT,Milking,Morning,6,
2025+AC0-11+AC0-05,JACKPOT,Milking,Midday,4.1,
2025+AC0-11+AC0-05,JACKPOT,Feeding,Evening,,2.5
2025+AC0-11+AC0-05,JACKPOT,Milking,Evening,4.1,
2025+AC0-11+AC0-05,SHARON,Feeding,Morning,,2.5
2025+AC0-11+AC0-05,SHARON,Milking,Morning,6.4,
2025+AC0-11+AC0-05,SHARON,Milking,Midday,5.2,
2025+AC0-11+AC0-05,SHARON,Feeding,Evening,,2.5
2025+AC0-11+AC0-05,SHARON,Milking,Evening,4.7,
2025+AC0-11+AC0-05,MAMBO,Feeding,Morning,,2.5
2025+AC0-11+AC0-05,MAMBO,Milking,Morning,9.6,
2025+AC0-11+AC0-05,MAMBO,Milking,Midday,6.3,
2025+AC0-11+AC0-05,MAMBO,Feeding,Evening,,2.5
2025+AC0-11+AC0-05,MAMBO,Milking,Evening,5.2,
2025+AC0-11+AC0-05,ROCKY,Feeding,Morning,,2.5
2025+AC0-11+AC0-05,ROCKY,Milking,Morning,5,
2025+AC0-11+AC0-05,ROCKY,Milking,Midday,3.7,
2025+AC0-11+AC0-05,ROCKY,Feeding,Evening,,2.5
2025+AC0-11+AC0-05,ROCKY,Milking,Evening,3.7,
2025+AC0-11+AC0-05,JOAN,Feeding,Morning,,2.5
2025+AC0-11+AC0-05,JOAN,Milking,Morning,6.2,
2025+AC0-11+AC0-05,JOAN,Milking,Midday,5.7,
2025+AC0-11+AC0-05,JOAN,Feeding,Evening,,2.5
2025+AC0-11+AC0-05,JOAN,Milking,Evening,4.7,
2025+AC0-11+AC0-05,BROOK,Feeding,Morning,,3.8
2025+AC0-11+AC0-05,BROOK,Milking,Morning,4.7,
2025+AC0-11+AC0-05,BROOK,Milking,Midday,4,
2025+AC0-11+AC0-05,BROOK,Feeding,Evening,,2.5
2025+AC0-11+AC0-05,BROOK,Milking,Evening,3.9,
2025+AC0-11+AC0-05,SONIC,Feeding,Morning,,2.5
2025+AC0-11+AC0-05,SONIC,Milking,Morning,8.4,
2025+AC0-11+AC0-05,SONIC,Milking,Midday,6,
2025+AC0-11+AC0-05,SONIC,Feeding,Evening,,2.5
2025+AC0-11+AC0-05,SONIC,Milking,Evening,5.1,
2025+AC0-11+AC0-05,RODEO,Feeding,Morning,,2.5
2025+AC0-11+AC0-05,RODEO,Milking,Morning,3.6,
2025+AC0-11+AC0-05,RODEO,Milking,Midday,3.2,
2025+AC0-11+AC0-05,RODEO,Feeding,Evening,,2.5
2025+AC0-11+AC0-05,RODEO,Milking,Evening,3.6,
2025+AC0-11+AC0-05,CHROME,Feeding,Morning,,2.5
2025+AC0-11+AC0-05,CHROME,Milking,Morning,8.8,
2025+AC0-11+AC0-05,CHROME,Milking,Midday,7.8,
2025+AC0-11+AC0-05,CHROME,Feeding,Evening,,2.5
2025+AC0-11+AC0-05,CHROME,Milking,Evening,7,
